Age,Work_class,Education,Experience,Marital_status,Occupation,Relationship,Race,Gender,Hours_per_week,High_Income
54, Local-gov, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,40,0
24, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,45,0
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,0
20, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,20,0
23, State-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,20,0
35, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60,1
31, Private, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,40,1
30, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40,0
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,20,0
36, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,50,0
31, Private, Bachelors,13, Widowed, Sales, Unmarried, White, Female,40,0
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,30,0
31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
46, Private, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Female,65,1
44, Private, Bachelors,13, Divorced, Exec-managerial, Own-child, White, Female,50,1
40, Private, 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,40,0
45, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,40,0
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35,0
18, Private, 11th,7, Never-married, Other-service, Other-relative, White, Male,25,0
28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,0
36, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,40,0
36, Private, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,40,0
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40,0
36, Local-gov, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,35,0
31, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,40,0
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
19, State-gov, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,40,0
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,15,0
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
33, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40,0
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60,0
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40,0
50, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,42,1
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
43, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40,1
44, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40,0
20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,20,0
31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40,0
65, Self-emp-not-inc, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,59,1
23, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,24,0
55, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40,0
26, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,45,0
25, Private, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,15,0
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
36, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,36,0
43, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,0
56, Private, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,20,0
42, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40,1
19, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female,25,0
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,72,0
42, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,50,1
26, Private, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,40,0
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,20,0
42, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40,1
55, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40,1
32, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,40,0
29, Private, 11th,7, Never-married, Craft-repair, Own-child, Black, Male,40,0
46, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,37,0
29, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
22, Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,20,0
58, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
23, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,50,0
39, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40,0
27, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,38,0
54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40,1
33, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45,0
46, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40,1
37, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,40,0
36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,18,0
59, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,38,1
34, Local-gov, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male,40,0
53, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,70,1
51, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,55,1
32, Private, 10th,6, Separated, Other-service, Unmarried, White, Female,42,0
31, State-gov, Some-college,10, Married-spouse-absent, Other-service, Other-relative, White, Male,40,0
22, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,30,0
47, Self-emp-not-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,50,0
32, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40,0
26, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,38,0
37, Private, 5th-6th,3, Separated, Farming-fishing, Not-in-family, White, Male,32,0
31, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,55,0
37, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,24,1
55, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,38,0
23, Local-gov, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,56,0
36, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40,0
34, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,0
43, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50,1
54, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,40,0
43, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
28, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Female,42,0
40, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,1
41, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,0
40, Private, Bachelors,13, Never-married, Sales, Not-in-family, Other, Female,55,1
42, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,38,0
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,50,0
18, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,30,0
48, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,50,1
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40,0
23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40,0
60, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60,1
22, Private, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,20,0
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40,0
46, Private, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,35,1
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
43, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,40,0
24, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,30,0
68, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, Unmarried, White, Male,20,0
31, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,38,0
17, Private, 11th,7, Never-married, Sales, Own-child, White, Female,20,0
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48,1
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,47,1
64, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
20, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,30,0
30, Private, HS-grad,9, Separated, Other-service, Own-child, White, Female,36,0
43, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,45,0
22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40,0
17, Private, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,20,0
47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,75,0
41, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,60,0
56, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50,1
64, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45,0
47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50,1
48, Private, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Male,40,0
31, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,46,0
29, Private, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,40,0
30, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40,0
32, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,0
57, Private, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,42,1
62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,40,0
39, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,24,0
43, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,25,0
24, Self-emp-inc, Bachelors,13, Never-married, Sales, Own-child, White, Male,40,0
53, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40,1
26, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40,0
73, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,0
55, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
25, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,40,0
41, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,50,1
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,50,0
63, Private, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,6,0
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,20,0
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50,0
51, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
62, Local-gov, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,48,0
55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
43, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,40,0
40, Local-gov, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,50,0
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
39, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
31, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,18,0
61, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,40,1
26, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,55,0
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50,0
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40,0
48, State-gov, Doctorate,16, Divorced, Prof-specialty, Own-child, White, Male,50,1
34, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40,0
34, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40,0
59, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40,1
34, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40,0
49, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,56,1
18, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,20,0
43, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40,0
48, Private, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,0
28, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,70,0
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
24, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,15,0
21, Private, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,40,0
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,28,0
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50,1
29, Self-emp-not-inc, Bachelors,13, Separated, Prof-specialty, Own-child, White, Male,40,0
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
24, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,50,0
71, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40,1
51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40,1
55, Private, 5th-6th,3, Divorced, Other-service, Unmarried, Black, Male,25,0
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,1
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,7,0
38, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,40,0
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40,1
19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,30,0
49, Private, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Female,40,0
32, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,40,1
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,70,0
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50,1
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,60,0
23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,28,0
33, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60,0
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,40,0
29, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,45,0
35, Self-emp-not-inc, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40,0
28, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40,0
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,65,1
40, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,0
47, Private, Some-college,10, Divorced, Sales, Own-child, White, Male,55,0
22, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,50,0
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
28, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40,0
63, Local-gov, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,55,0
51, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,20,0
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,40,0
35, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,45,0
46, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,38,0
37, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,52,0
24, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,15,0
37, Self-emp-not-inc, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,10,0
53, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40,0
27, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,30,0
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,44,0
53, Self-emp-not-inc, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,60,0
34, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40,0
23, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Male,40,0
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
43, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,50,0
67, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40,1
81, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,30,0
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,20,0
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,25,0
25, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,40,0
42, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,38,0
38, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40,0
32, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
51, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,1
22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,42,0
33, Private, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,40,0
42, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,55,0
51, Local-gov, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,40,0
23, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40,0
37, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44,1
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99,1
47, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,25,0
41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30,0
31, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40,1
31, Private, Assoc-acdm,12, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40,0
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40,0
38, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
18, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,45,0
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
54, Local-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,35,0
40, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40,0
36, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,45,1
43, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,35,0
44, Self-emp-not-inc, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Male,40,0
44, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,40,1
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,43,1
51, Private, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,40,0
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,20,0
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,0
41, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,30,0
44, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,70,1
33, Local-gov, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,40,0
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
25, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45,0
32, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,38,0
32, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,70,0
36, Private, 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,40,0
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40,0
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,20,0
35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60,1
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,20,0
48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40,1
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35,1
28, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,35,0
67, Private, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,40,1
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
44, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,70,0
25, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,40,0
21, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40,0
40, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,35,1
78, Private, HS-grad,9, Widowed, Other-service, Not-in-family, Black, Female,40,0
34, Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,40,0
49, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,44,0
22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,40,0
60, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,42,0
45, Local-gov, HS-grad,9, Widowed, Protective-serv, Not-in-family, White, Male,40,1
63, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,20,0
41, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,35,0
47, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40,0
44, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40,0
51, Private, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,40,0
46, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40,0
41, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30,0
47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,50,1
35, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,45,0
56, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55,1
45, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,45,0
48, Federal-gov, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,58,1
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,1
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,40,0
50, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,65,1
38, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,40,1
23, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,60,0
31, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,16,0
58, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,0
66, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,40,0
39, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,52,1
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50,0
51, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,40,0
34, Private, Assoc-voc,11, Never-married, Transport-moving, Own-child, White, Male,40,0
50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,1
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,44,1
38, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,25,0
48, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40,0
33, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,40,1
51, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,32,0
22, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40,0
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,50,0
48, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,35,1
42, Private, HS-grad,9, Separated, Sales, Not-in-family, White, Female,30,0
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40,0
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,40,0
56, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,50,0
30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,45,0
45, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55,1
48, Private, 10th,6, Married-civ-spouse, Adm-clerical, Wife, White, Female,40,0
48, Self-emp-inc, Masters,14, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,50,0
31, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,40,0
20, State-gov, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,20,0
